product_id,name,category,brand,price,avg_rating,num_reviews,tags,stock
P0055,StyleMax Clothing Item 55,Clothing,StyleMax,292.67,3.6,528,clothing|stylemax|local|trending,375
P0056,KidZone Electronics Item 56,Electronics,KidZone,1511.48,2.9,911,electronics|kidzone|trending|new,307
P0057,StyleMax Clothing Item 57,Clothing,StyleMax,279.21,3.3,818,clothing|stylemax|trending|new,88
P0058,FitLife Home Item 58,Home,FitLife,244.37,3.6,891,home|fitlife|eco|local,141
P0059,TechPro Electronics Item 59,Electronics,TechPro,366.88,2.7,20,electronics|techpro|sale|local,202
P0060,HomeEase Sports Item 60,Sports,HomeEase,402.95,3.1,133,sports|homeease|new|popular,308
P0061,NutriPure Beauty Item 61,Beauty,NutriPure,43.64,4.0,579,beauty|nutripure|local|premium,226
P0062,HomeEase Beauty Item 62,Beauty,HomeEase,88.34,4.3,113,beauty|homeease|premium|new,488
P0063,NutriPure Clothing Item 63,Clothing,NutriPure,70.22,5.0,891,clothing|nutripure|premium|new,442
P0064,TechPro Food Item 64,Food,TechPro,46.38,4.8,537,food|techpro|local|imported,333
P0065,TechPro Toys Item 65,Toys,TechPro,119.53,4.1,674,toys|techpro|imported|new,221
P0066,TechPro Toys Item 66,Toys,TechPro,67.64,3.6,273,toys|techpro|local|popular,40
P0067,StyleMax Sports Item 67,Sports,StyleMax,339.9,4.1,166,sports|stylemax|imported|premium,195
P0068,KidZone Electronics Item 68,Electronics,KidZone,1483.36,4.5,264,electronics|kidzone|popular|trending,67
P0069,NutriPure Sports Item 69,Sports,NutriPure,135.36,2.8,928,sports|nutripure|popular|premium,475
P0070,KidZone Sports Item 70,Sports,KidZone,92.21,3.5,106,sports|kidzone|eco|imported,263
P0071,StyleMax Food Item 71,Food,StyleMax,35.66,4.6,510,food|stylemax|imported|trending,1
P0072,StyleMax Toys Item 72,Toys,StyleMax,63.56,3.5,739,toys|stylemax|local|imported,360
P0073,BeautyGlow Electronics Item 73,Electronics,BeautyGlow,125.51,3.9,575,electronics|beautyglow|eco|popular,124
P0074,HomeEase Home Item 74,Home,HomeEase,475.98,4.0,251,home|homeease|trending|local,109
P0075,HomeEase Food Item 75,Food,HomeEase,11.58,3.0,644,food|homeease|sale|popular,85
P0076,FitLife Sports Item 76,Sports,FitLife,460.45,3.4,799,sports|fitlife|imported|sale,424
P0077,SportEdge Sports Item 77,Sports,SportEdge,184.58,3.3,841,sports|sportedge|imported|eco,119
P0078,StyleMax Home Item 78,Home,StyleMax,822.33,2.6,541,home|stylemax|local|popular,126
P0079,NutriPure Sports Item 79,Sports,NutriPure,437.59,2.6,135,sports|nutripure|new|trending,254
P0080,BeautyGlow Sports Item 80,Sports,BeautyGlow,123.12,4.6,357,sports|beautyglow|premium|sale,182
P0081,BeautyGlow Sports Item 81,Sports,BeautyGlow,335.12,3.2,200,sports|beautyglow|imported|sale,15
P0082,SportEdge Beauty Item 82,Beauty,SportEdge,85.71,3.8,797,beauty|sportedge|premium|local,476
P0083,KidZone Food Item 83,Food,KidZone,15.37,3.2,920,food|kidzone|eco|popular,61
P0084,SportEdge Books Item 84,Books,SportEdge,10.21,4.9,934,books|sportedge|eco|imported,368
P0085,SportEdge Food Item 85,Food,SportEdge,39.12,3.1,670,food|sportedge|eco|imported,431
P0086,SportEdge Home Item 86,Home,SportEdge,357.63,3.6,386,home|sportedge|new|eco,157
P0087,HomeEase Sports Item 87,Sports,HomeEase,262.06,4.7,649,sports|homeease|trending|new,267
P0088,StyleMax Food Item 88,Food,StyleMax,34.62,4.6,231,food|stylemax|trending|premium,34
P0089,FitLife Beauty Item 89,Beauty,FitLife,170.3,3.0,705,beauty|fitlife|local|trending,266
P0090,StyleMax Toys Item 90,Toys,StyleMax,56.36,4.5,480,toys|stylemax|trending|premium,63
P0091,KidZone Home Item 91,Home,KidZone,37.32,3.6,481,home|kidzone|imported|premium,493
P0092,TechPro Clothing Item 92,Clothing,TechPro,265.57,3.7,269,clothing|techpro|imported|trending,49
P0093,SportEdge Food Item 93,Food,SportEdge,14.54,2.8,376,food|sportedge|new|imported,468
P0094,StyleMax Clothing Item 94,Clothing,StyleMax,182.57,2.7,490,clothing|stylemax|eco|sale,254
P0095,KidZone Sports Item 95,Sports,KidZone,492.02,4.3,438,sports|kidzone|local|premium,148
P0096,TechPro Beauty Item 96,Beauty,TechPro,17.27,3.7,650,beauty|techpro|trending|popular,324
P0097,TechPro Beauty Item 97,Beauty,TechPro,123.35,3.6,215,beauty|techpro|premium|trending,303
P0098,SportEdge Food Item 98,Food,SportEdge,18.59,4.3,576,food|sportedge|premium|trending,275
P0099,FitLife Home Item 99,Home,FitLife,788.56,4.4,944,home|fitlife|premium|popular,356
P0100,NutriPure Home Item 100,Home,NutriPure,442.03,2.9,381,home|nutripure|imported|popular,450
P0101,HomeEase Beauty Item 101,Beauty,HomeEase,197.0,4.0,399,beauty|homeease|eco|popular,171
P0102,StyleMax Home Item 102,Home,StyleMax,124.49,2.8,454,home|stylemax|trending|new,416
P0103,TechPro Beauty Item 103,Beauty,TechPro,180.91,4.4,947,beauty|techpro|trending|popular,200
P0104,StyleMax Food Item 104,Food,StyleMax,11.12,4.1,368,food|stylemax|sale|premium,444
P0105,NutriPure Books Item 105,Books,NutriPure,8.33,4.9,880,books|nutripure|popular|sale,392
P0106,HomeEase Beauty Item 106,Beauty,HomeEase,92.85,2.7,461,beauty|homeease|trending|premium,323
P0107,NutriPure Clothing Item 107,Clothing,NutriPure,165.58,2.6,729,clothing|nutripure|imported|popular,34
P0108,HomeEase Home Item 108,Home,HomeEase,808.45,3.2,732,home|homeease|eco|new,464
P0109,BeautyGlow Beauty Item 109,Beauty,BeautyGlow,140.5,3.2,230,beauty|beautyglow|trending|popular,481
P0110,HomeEase Beauty Item 110,Beauty,HomeEase,188.65,3.1,986,beauty|homeease|trending|popular,215
P0111,SportEdge Food Item 111,Food,SportEdge,37.38,4.8,135,food|sportedge|popular|imported,479
P0112,FitLife Home Item 112,Home,FitLife,205.06,3.1,592,home|fitlife|new|premium,64
P0113,NutriPure Books Item 113,Books,NutriPure,37.35,3.2,480,books|nutripure|popular|imported,7
P0114,TechPro Food Item 114,Food,TechPro,47.55,4.4,802,food|techpro|new|imported,300
P0115,SportEdge Books Item 115,Books,SportEdge,74.06,3.6,990,books|sportedge|eco|premium,342
P0116,BeautyGlow Toys Item 116,Toys,BeautyGlow,97.24,4.4,281,toys|beautyglow|popular|premium,430
P0117,FitLife Food Item 117,Food,FitLife,33.84,2.7,160,food|fitlife|imported|new,423
P0118,StyleMax Home Item 118,Home,StyleMax,133.38,3.7,764,home|stylemax|new|eco,331
P0119,SportEdge Electronics Item 119,Electronics,SportEdge,1805.09,2.6,222,electronics|sportedge|eco|trending,437
P0120,NutriPure Home Item 120,Home,NutriPure,512.05,2.7,194,home|nutripure|imported|trending,75
P0121,KidZone Home Item 121,Home,KidZone,670.22,4.8,421,home|kidzone|premium|sale,173
P0122,KidZone Books Item 122,Books,KidZone,29.46,2.8,985,books|kidzone|new|popular,46
P0123,TechPro Books Item 123,Books,TechPro,57.29,3.8,679,books|techpro|imported|new,14
P0124,HomeEase Home Item 124,Home,HomeEase,558.87,3.5,696,home|homeease|sale|trending,360
P0125,TechPro Home Item 125,Home,TechPro,199.92,3.4,550,home|techpro|imported|new,146
P0126,KidZone Home Item 126,Home,KidZone,668.28,4.7,45,home|kidzone|new|sale,25
P0127,StyleMax Books Item 127,Books,StyleMax,33.44,2.6,311,books|stylemax|popular|local,307
P0128,BeautyGlow Home Item 128,Home,BeautyGlow,750.65,4.2,947,home|beautyglow|eco|new,92
P0129,BeautyGlow Home Item 129,Home,BeautyGlow,182.29,4.9,342,home|beautyglow|trending|new,405
P0130,NutriPure Toys Item 130,Toys,NutriPure,89.67,3.9,318,toys|nutripure|local|eco,231
P0131,BeautyGlow Sports Item 131,Sports,BeautyGlow,211.95,4.8,79,sports|beautyglow|trending|local,20
P0132,NutriPure Electronics Item 132,Electronics,NutriPure,1675.76,2.6,957,electronics|nutripure|local|trending,306
P0133,SportEdge Clothing Item 133,Clothing,SportEdge,105.08,3.5,283,clothing|sportedge|imported|popular,37
P0134,NutriPure Electronics Item 134,Electronics,NutriPure,459.86,3.2,180,electronics|nutripure|local|popular,275
P0135,SportEdge Sports Item 135,Sports,SportEdge,396.09,4.3,900,sports|sportedge|new|eco,156
P0136,NutriPure Clothing Item 136,Clothing,NutriPure,189.87,5.0,666,clothing|nutripure|sale|local,178
P0137,KidZone Food Item 137,Food,KidZone,17.47,3.1,277,food|kidzone|trending|premium,131
P0138,KidZone Home Item 138,Home,KidZone,447.37,4.1,841,home|kidzone|trending|popular,310
P0139,HomeEase Sports Item 139,Sports,HomeEase,342.68,3.0,624,sports|homeease|sale|imported,454
P0140,SportEdge Toys Item 140,Toys,SportEdge,81.56,3.9,655,toys|sportedge|trending|sale,347
P0141,FitLife Food Item 141,Food,FitLife,40.1,3.7,866,food|fitlife|sale|imported,27
P0142,SportEdge Home Item 142,Home,SportEdge,960.23,4.9,787,home|sportedge|new|trending,259
P0143,NutriPure Books Item 143,Books,NutriPure,60.2,4.0,863,books|nutripure|imported|premium,405
P0144,NutriPure Beauty Item 144,Beauty,NutriPure,135.18,3.4,935,beauty|nutripure|imported|popular,75
P0145,FitLife Sports Item 145,Sports,FitLife,152.64,2.8,293,sports|fitlife|new|sale,428
P0146,TechPro Books Item 146,Books,TechPro,54.79,2.9,728,books|techpro|eco|premium,66
P0147,NutriPure Sports Item 147,Sports,NutriPure,315.34,3.1,897,sports|nutripure|eco|premium,341
P0148,HomeEase Toys Item 148,Toys,HomeEase,23.07,3.1,276,toys|homeease|imported|new,491
P0149,BeautyGlow Sports Item 149,Sports,BeautyGlow,476.72,4.6,934,sports|beautyglow|trending|popular,193
P0150,BeautyGlow Books Item 150,Books,BeautyGlow,22.62,3.9,70,books|beautyglow|trending|imported,471
P0151,StyleMax Toys Item 151,Toys,StyleMax,53.46,3.8,487,toys|stylemax|sale|eco,161
P0152,StyleMax Clothing Item 152,Clothing,StyleMax,245.84,2.8,940,clothing|stylemax|trending|premium,346
P0153,BeautyGlow Electronics Item 153,Electronics,BeautyGlow,337.34,4.7,252,electronics|beautyglow|popular|imported,438
P0154,BeautyGlow Home Item 154,Home,BeautyGlow,55.75,4.3,160,home|beautyglow|popular|new,360
P0155,KidZone Sports Item 155,Sports,KidZone,492.21,2.7,51,sports|kidzone|new|sale,256
P0156,HomeEase Home Item 156,Home,HomeEase,615.16,4.3,939,home|homeease|eco|imported,71
P0157,FitLife Beauty Item 157,Beauty,FitLife,156.01,3.9,458,beauty|fitlife|eco|trending,86
P0158,StyleMax Books Item 158,Books,StyleMax,39.16,2.7,205,books|stylemax|sale|trending,421
P0159,KidZone Home Item 159,Home,KidZone,887.28,3.6,664,home|kidzone|eco|premium,261
P0160,KidZone Books Item 160,Books,KidZone,48.18,3.7,128,books|kidzone|local|popular,213
P0161,FitLife Home Item 161,Home,FitLife,721.16,2.9,5,home|fitlife|imported|trending,152
P0162,KidZone Electronics Item 162,Electronics,KidZone,798.76,4.9,972,electronics|kidzone|sale|eco,209
P0163,SportEdge Electronics Item 163,Electronics,SportEdge,829.32,4.6,763,electronics|sportedge|new|trending,400
P0164,HomeEase Toys Item 164,Toys,HomeEase,30.66,4.2,859,toys|homeease|premium|eco,60
P0165,BeautyGlow Electronics Item 165,Electronics,BeautyGlow,1390.86,3.7,644,electronics|beautyglow|eco|new,267
P0166,NutriPure Toys Item 166,Toys,NutriPure,134.97,3.5,195,toys|nutripure|sale|imported,261
P0167,FitLife Electronics Item 167,Electronics,FitLife,1727.86,4.1,583,electronics|fitlife|new|local,217
P0168,BeautyGlow Electronics Item 168,Electronics,BeautyGlow,1776.66,3.9,520,electronics|beautyglow|eco|imported,282
P0169,BeautyGlow Electronics Item 169,Electronics,BeautyGlow,1567.92,2.7,446,electronics|beautyglow|new|local,135
P0170,TechPro Books Item 170,Books,TechPro,21.41,3.8,925,books|techpro|popular|trending,466
P0171,SportEdge Sports Item 171,Sports,SportEdge,404.99,4.5,819,sports|sportedge|imported|popular,379
P0172,FitLife Toys Item 172,Toys,FitLife,107.43,3.6,810,toys|fitlife|popular|eco,361
P0173,KidZone Home Item 173,Home,KidZone,469.9,2.6,147,home|kidzone|local|premium,448
P0174,NutriPure Electronics Item 174,Electronics,NutriPure,1136.94,4.5,195,electronics|nutripure|imported|new,440
P0175,FitLife Books Item 175,Books,FitLife,73.81,3.0,537,books|fitlife|imported|popular,92
P0176,KidZone Books Item 176,Books,KidZone,14.1,3.1,231,books|kidzone|local|popular,108
P0177,BeautyGlow Books Item 177,Books,BeautyGlow,15.0,2.9,317,books|beautyglow|premium|imported,240
P0178,NutriPure Toys Item 178,Toys,NutriPure,75.05,3.3,633,toys|nutripure|sale|local,354
P0179,KidZone Sports Item 179,Sports,KidZone,272.6,4.4,953,sports|kidzone|popular|imported,423
P0180,HomeEase Toys Item 180,Toys,HomeEase,88.25,3.8,306,toys|homeease|local|premium,141
P0181,KidZone Home Item 181,Home,KidZone,324.12,3.0,658,home|kidzone|imported|popular,290
P0182,TechPro Sports Item 182,Sports,TechPro,381.3,4.7,464,sports|techpro|local|imported,431
P0183,SportEdge Clothing Item 183,Clothing,SportEdge,143.92,4.7,405,clothing|sportedge|new|trending,236
P0184,BeautyGlow Food Item 184,Food,BeautyGlow,41.12,4.7,555,food|beautyglow|sale|popular,339
P0185,KidZone Books Item 185,Books,KidZone,71.9,3.1,397,books|kidzone|eco|popular,311
P0186,SportEdge Toys Item 186,Toys,SportEdge,69.74,3.6,871,toys|sportedge|sale|local,176
P0187,StyleMax Clothing Item 187,Clothing,StyleMax,273.92,5.0,768,clothing|stylemax|local|imported,140
P0188,StyleMax Beauty Item 188,Beauty,StyleMax,94.72,4.4,849,beauty|stylemax|new|premium,188
P0189,SportEdge Toys Item 189,Toys,SportEdge,32.28,2.6,211,toys|sportedge|imported|trending,485
P0190,SportEdge Electronics Item 190,Electronics,SportEdge,1729.92,2.7,214,electronics|sportedge|new|sale,48
P0191,TechPro Food Item 191,Food,TechPro,23.6,3.7,119,food|techpro|premium|eco,301
P0192,HomeEase Electronics Item 192,Electronics,HomeEase,1515.96,4.8,741,electronics|homeease|imported|premium,368
P0193,BeautyGlow Sports Item 193,Sports,BeautyGlow,422.33,3.8,650,sports|beautyglow|imported|local,189
P0194,FitLife Food Item 194,Food,FitLife,15.31,3.7,255,food|fitlife|new|sale,135
P0195,TechPro Toys Item 195,Toys,TechPro,118.87,2.8,223,toys|techpro|eco|imported,42
P0196,HomeEase Home Item 196,Home,HomeEase,489.75,4.1,411,home|homeease|popular|imported,403
P0197,SportEdge Clothing Item 197,Clothing,SportEdge,86.99,4.6,447,clothing|sportedge|imported|premium,379
P0198,FitLife Home Item 198,Home,FitLife,445.47,3.5,607,home|fitlife|imported|new,352
P0199,SportEdge Toys Item 199,Toys,SportEdge,109.9,4.4,358,toys|sportedge|new|premium,89
P0200,SportEdge Sports Item 200,Sports,SportEdge,128.73,4.9,892,sports|sportedge|trending|premium,294
